#RIC,Alias Underlying RIC,Domain,Date-Time,Type,Price,Volume,Market VWAP,Buyer ID,Bid Price,Bid Size,Seller ID,Ask Price,Ask Size,Qualifiers,Exch Time,Date,Tick Dir.,Open,High,Low,Turnover
PXA.AX,,Market Price,2025-01-15 14:17:47.935605576+11:00,Trade,12.95,81.0,12.984182,,12.95,722.0,,12.96,1144.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],03:17:47.810000000,2025-01-15,v,12.74,13.055,12.7,914540.83
PXA.AX,,Market Price,2025-01-15 14:17:47.935605576+11:00,Trade,12.95,9.0,12.984177,,12.95,317.0,,12.96,1144.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],03:17:47.810000000,2025-01-15,v,12.74,13.055,12.7,914657.38
PXA.AX,,Market Price,2025-01-15 14:17:47.935605576+11:00,Trade,12.95,1.0,12.984177,,12.95,317.0,,12.96,1144.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],03:17:47.810000000,2025-01-15,v,12.74,13.055,12.7,914670.33
PXA.AX,,Market Price,2025-01-15 14:17:47.935605576+11:00,Trade,12.95,18.0,12.984168,,12.95,317.0,,12.96,1144.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],03:17:47.810000000,2025-01-15,v,12.74,13.055,12.7,914903.43
PXA.AX,,Market Price,2025-01-15 14:17:47.935605576+11:00,Trade,12.95,155.0,12.984093,,12.95,317.0,,12.96,1144.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],03:17:47.810000000,2025-01-15,v,12.74,13.055,12.7,916910.68
PXA.AX,,Market Price,2025-01-15 14:17:47.935605576+11:00,Trade,12.95,65.0,12.984062,,12.95,317.0,,12.96,1144.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],03:17:47.810000000,2025-01-15,v,12.74,13.055,12.7,917752.43
PXA.AX,,Market Price,2025-01-15 14:17:47.935605576+11:00,Trade,12.95,21.0,12.984052,,12.95,317.0,,12.96,1144.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],03:17:47.810000000,2025-01-15,v,12.74,13.055,12.7,918024.38
PXA.AX,,Market Price,2025-01-15 14:17:47.935605576+11:00,Trade,12.95,21.0,12.984041,,12.94,665.0,,12.96,1144.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],03:17:47.810000000,2025-01-15,v,12.74,13.055,12.7,918296.33
PXA.AX,,Market Price,2025-01-15 14:17:47.935605576+11:00,Trade,12.95,24.0,12.98403,,12.94,665.0,,12.96,1144.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],03:17:47.810000000,2025-01-15,v,12.74,13.055,12.7,918607.13
PXA.AX,,Market Price,2025-01-15 14:17:47.935605576+11:00,Trade,12.95,13.0,12.984024,,12.94,665.0,,12.96,1144.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],03:17:47.810000000,2025-01-15,v,12.74,13.055,12.7,918775.48
PXA.AX,,Market Price,2025-01-15 14:17:47.935605576+11:00,Trade,12.95,34.0,12.984007,,12.94,665.0,,12.96,1144.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],03:17:47.810000000,2025-01-15,v,12.74,13.055,12.7,919215.78
PXA.AX,,Market Price,2025-01-15 14:17:47.935605576+11:00,Trade,12.95,72.0,12.983973,,12.94,665.0,,12.96,1144.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],03:17:47.810000000,2025-01-15,v,12.74,13.055,12.7,920148.18
PXA.AX,,Market Price,2025-01-15 14:17:47.936280748+11:00,Trade,12.95,3.0,12.983971,,12.94,665.0,,12.96,1144.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],03:17:47.810000000,2025-01-15,v,12.74,13.055,12.7,920187.03
PXA.AX,,Market Price,2025-01-15 14:17:47.936280748+11:00,Trade,12.95,21.0,12.983961,,12.94,565.0,,12.96,1144.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],03:17:47.810000000,2025-01-15,v,12.74,13.055,12.7,920458.98
PXA.AX,,Market Price,2025-01-15 14:17:47.936280748+11:00,Trade,12.95,43.0,12.983941,,12.94,565.0,,12.96,1144.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],03:17:47.810000000,2025-01-15,v,12.74,13.055,12.7,921015.83
PXA.AX,,Market Price,2025-01-15 14:17:47.936280748+11:00,Trade,12.95,13.0,12.983934,,12.94,565.0,,12.95,100.0,B[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],03:17:47.811000000,2025-01-15,v,12.74,13.055,12.7,921184.18
PXA.AX,,Market Price,2025-01-15 14:17:47.936280748+11:00,Trade,12.95,15.0,12.983927,,12.94,565.0,,12.95,87.0,B[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],03:17:47.811000000,2025-01-15,v,12.74,13.055,12.7,921378.43
PXA.CHA,,Market Price,2025-01-15 14:17:47.940011316+11:00,Trade,12.95,1.0,12.9876,,12.95,65.0,,12.96,449.0,"[GV4_TEXT];[TRD_IND_1];[LSTSALCOND];""OB   ""[TR_TRD_FLG]",03:17:47.811167000,2025-01-15, ,12.9,13.06,12.9,185242.0
PXA.CHA,,Market Price,2025-01-15 14:17:47.940011316+11:00,Trade,12.95,1.0,12.9876,,12.95,64.0,,12.96,449.0,"[GV4_TEXT];[TRD_IND_1];[LSTSALCOND];""OB   ""[TR_TRD_FLG]",03:17:47.811167000,2025-01-15, ,12.9,13.06,12.9,185255.0
PXA.CHA,,Market Price,2025-01-15 14:17:47.940011316+11:00,Trade,12.95,21.0,12.9876,,12.95,43.0,,12.96,449.0,"[GV4_TEXT];[TRD_IND_1];[LSTSALCOND];""OB   ""[TR_TRD_FLG]",03:17:47.811167000,2025-01-15, ,12.9,13.06,12.9,185527.0
PXA.CHA,,Market Price,2025-01-15 14:17:47.940011316+11:00,Trade,12.95,8.0,12.9875,,12.95,35.0,,12.96,449.0,"[GV4_TEXT];[TRD_IND_1];[LSTSALCOND];""OB   ""[TR_TRD_FLG]",03:17:47.811167000,2025-01-15, ,12.9,13.06,12.9,185631.0
PXA.CHA,,Market Price,2025-01-15 14:17:47.940011316+11:00,Trade,12.95,1.0,12.9875,,12.95,34.0,,12.96,449.0,"[GV4_TEXT];[TRD_IND_1];[LSTSALCOND];""OB   ""[TR_TRD_FLG]",03:17:47.811167000,2025-01-15, ,12.9,13.06,12.9,185644.0
PXA.CHA,,Market Price,2025-01-15 14:17:47.940011316+11:00,Trade,12.95,20.0,12.9875,,12.95,14.0,,12.96,449.0,"[GV4_TEXT];[TRD_IND_1];[LSTSALCOND];""OB   ""[TR_TRD_FLG]",03:17:47.811167000,2025-01-15, ,12.9,13.06,12.9,185903.0
PXA.CHA,,Market Price,2025-01-15 14:17:47.940011316+11:00,Trade,12.95,1.0,12.9875,,12.95,13.0,,12.96,449.0,"[GV4_TEXT];[TRD_IND_1];[LSTSALCOND];""OB   ""[TR_TRD_FLG]",03:17:47.811167000,2025-01-15, ,12.9,13.06,12.9,185916.0
PXA.CHA,,Market Price,2025-01-15 14:17:47.940011316+11:00,Trade,12.95,7.0,12.9875,,12.95,6.0,,12.96,449.0,"[GV4_TEXT];[TRD_IND_1];[LSTSALCOND];""OB   ""[TR_TRD_FLG]",03:17:47.811167000,2025-01-15, ,12.9,13.06,12.9,186006.0
PXA.CHA,,Market Price,2025-01-15 14:17:47.940011316+11:00,Trade,12.95,2.0,12.9875,,12.95,4.0,,12.96,449.0,"[GV4_TEXT];[TRD_IND_1];[LSTSALCOND];""OB   ""[TR_TRD_FLG]",03:17:47.811167000,2025-01-15, ,12.9,13.06,12.9,186032.0
PXA.CHA,,Market Price,2025-01-15 14:17:47.940011316+11:00,Trade,12.95,4.0,12.9875,,12.94,182.0,,12.96,449.0,"[GV4_TEXT];[TRD_IND_1];[LSTSALCOND];""OB   ""[TR_TRD_FLG]",03:17:47.811167000,2025-01-15, ,12.9,13.06,12.9,186084.0
PXA.CHA,,Market Price,2025-01-15 14:17:48.934559079+11:00,Trade,12.94,9.0,12.9874,,12.94,113.0,,12.96,259.0,"[GV4_TEXT];[TRD_IND_1];[LSTSALCOND];""OB   ""[TR_TRD_FLG]",03:17:48.809859000,2025-01-15,v,12.9,13.06,12.9,186201.0
PXA.CHA,,Market Price,2025-01-15 14:17:48.934559079+11:00,Trade,12.94,21.0,12.9874,,12.94,92.0,,12.96,259.0,"[GV4_TEXT];[TRD_IND_1];[LSTSALCOND];""OB   ""[TR_TRD_FLG]",03:17:48.809859000,2025-01-15, ,12.9,13.06,12.9,186472.0
PXA.CHA,,Market Price,2025-01-15 14:17:48.934559079+11:00,Trade,12.94,1.0,12.9873,,12.94,91.0,,12.96,259.0,"[GV4_TEXT];[TRD_IND_1];[LSTSALCOND];""OB   ""[TR_TRD_FLG]",03:17:48.809859000,2025-01-15, ,12.9,13.06,12.9,186485.0
PXA.CHA,,Market Price,2025-01-15 14:17:48.934559079+11:00,Trade,12.94,4.0,12.9873,,12.94,87.0,,12.96,259.0,"[GV4_TEXT];[TRD_IND_1];[LSTSALCOND];""OB   ""[TR_TRD_FLG]",03:17:48.809859000,2025-01-15, ,12.9,13.06,12.9,186537.0
PXA.AX,,Market Price,2025-01-15 14:17:49.005576827+11:00,Trade,12.94,12.0,12.98392,,12.94,693.0,,12.96,1152.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],03:17:48.880000000,2025-01-15,v,12.74,13.055,12.7,921533.71
PXA.CHA,,Market Price,2025-01-15 14:17:49.594660783+11:00,Trade,12.95,19.0,12.9873,,12.94,71.0,,12.95,156.0,"[GV4_TEXT];[TRD_IND_1];[LSTSALCOND];""OB   ""[TR_TRD_FLG]",03:17:49.471337000,2025-01-15,^,12.9,13.06,12.9,186783.0
PXA.AX,,Market Price,2025-01-15 14:17:49.595991464+11:00,Trade,12.94,36.0,12.983898,,12.94,681.0,,12.95,578.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],03:17:49.470000000,2025-01-15,v,12.74,13.055,12.7,921999.55
PXA.AX,,Market Price,2025-01-15 14:17:49.595991464+11:00,Trade,12.94,177.0,12.983788,,12.94,645.0,,12.95,578.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],03:17:49.470000000,2025-01-15,v,12.74,13.055,12.7,924289.93
PXA.AX,,Market Price,2025-01-15 14:17:49.595991464+11:00,Trade,12.94,10.0,12.983782,,12.94,645.0,,12.95,578.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],03:17:49.470000000,2025-01-15,v,12.74,13.055,12.7,924419.33
PXA.AX,,Market Price,2025-01-15 14:17:49.595991464+11:00,Trade,12.94,44.0,12.983755,,12.94,645.0,,12.95,578.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],03:17:49.470000000,2025-01-15,v,12.74,13.055,12.7,924988.69
PXA.AX,,Market Price,2025-01-15 14:17:49.595991464+11:00,Trade,12.94,75.0,12.983709,,12.94,282.0,,12.95,578.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],03:17:49.470000000,2025-01-15,v,12.74,13.055,12.7,925959.19
PXA.AX,,Market Price,2025-01-15 14:17:49.595991464+11:00,Trade,12.94,57.0,12.983674,,12.94,282.0,,12.95,578.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],03:17:49.470000000,2025-01-15,v,12.74,13.055,12.7,926696.77
PXA.CHA,,Market Price,2025-01-15 14:17:49.599724676+11:00,Trade,12.95,1.0,12.9873,,12.94,71.0,,12.95,155.0,"[GV4_TEXT];[TRD_IND_1];[LSTSALCOND];""OB   ""[TR_TRD_FLG]",03:17:49.471361000,2025-01-15, ,12.9,13.06,12.9,186796.0
PXA.CHA,,Market Price,2025-01-15 14:17:49.599724676+11:00,Trade,12.95,4.0,12.9873,,12.94,71.0,,12.95,151.0,"[GV4_TEXT];[TRD_IND_1];[LSTSALCOND];""OB   ""[TR_TRD_FLG]",03:17:49.471391000,2025-01-15, ,12.9,13.06,12.9,186848.0
PXA.CHA,,Market Price,2025-01-15 14:17:49.599724676+11:00,Trade,12.95,8.0,12.9873,,12.94,71.0,,12.95,143.0,"[GV4_TEXT];[TRD_IND_1];[LSTSALCOND];""OB   ""[TR_TRD_FLG]",03:17:49.471414000,2025-01-15, ,12.9,13.06,12.9,186951.0
PXA.CHA,,Market Price,2025-01-15 14:17:49.599724676+11:00,Trade,12.95,19.0,12.9872,,12.94,71.0,,12.95,124.0,"[GV4_TEXT];[TRD_IND_1];[LSTSALCOND];""OB   ""[TR_TRD_FLG]",03:17:49.471425000,2025-01-15, ,12.9,13.06,12.9,187198.0
PXA.AX,,Market Price,2025-01-15 14:17:50.180448893+11:00,Trade,12.94,21.0,12.983661,,12.94,292.0,,12.95,705.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],03:17:50.058000000,2025-01-15,v,12.74,13.055,12.7,926968.51
PXA.CHA,,Market Price,2025-01-15 14:17:50.184060832+11:00,Trade,12.95,4.0,12.9872,,12.94,86.0,,12.95,283.0,"[GV4_TEXT];[TRD_IND_1];[LSTSALCOND];""OB   ""[TR_TRD_FLG]",03:17:50.058750000,2025-01-15, ,12.9,13.06,12.9,187249.0
PXA.CHA,,Market Price,2025-01-15 14:17:50.184060832+11:00,Trade,12.95,3.0,12.9872,,12.94,86.0,,12.95,280.0,"[GV4_TEXT];[TRD_IND_1];[LSTSALCOND];""OB   ""[TR_TRD_FLG]",03:17:50.058750000,2025-01-15, ,12.9,13.06,12.9,187288.0
PXA.CHA,,Market Price,2025-01-15 14:17:50.184060832+11:00,Trade,12.95,25.0,12.9871,,12.94,86.0,,12.95,255.0,"[GV4_TEXT];[TRD_IND_1];[LSTSALCOND];""OB   ""[TR_TRD_FLG]",03:17:50.058750000,2025-01-15, ,12.9,13.06,12.9,187612.0
PXA.CHA,,Market Price,2025-01-15 14:17:54.729143340+11:00,Trade,12.95,6.0,12.9871,,12.94,100.0,,12.95,315.0,"[GV4_TEXT];[TRD_IND_1];[LSTSALCOND];""OB   ""[TR_TRD_FLG]",03:17:54.604592000,2025-01-15, ,12.9,13.06,12.9,187690.0
PXA.AX,,Market Price,2025-01-15 14:17:54.730476518+11:00,Trade,12.94,10.0,12.983655,,12.94,335.0,,12.95,787.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],03:17:54.604000000,2025-01-15,v,12.74,13.055,12.7,927097.91
PXA.AX,,Market Price,2025-01-15 14:17:54.731443357+11:00,Trade,12.94,61.0,12.983618,,12.94,335.0,,12.95,787.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],03:17:54.604000000,2025-01-15,v,12.74,13.055,12.7,927887.25
PXA.AX,,Market Price,2025-01-15 14:17:54.731443357+11:00,Trade,12.94,151.0,12.983526,,12.94,335.0,,12.95,787.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],03:17:54.604000000,2025-01-15,v,12.74,13.055,12.7,929841.19
PXA.AX,,Market Price,2025-01-15 14:17:54.731443357+11:00,Trade,12.94,22.0,12.983513,,12.94,335.0,,12.95,787.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],03:17:54.604000000,2025-01-15,v,12.74,13.055,12.7,930125.87
PXA.AX,,Market Price,2025-01-15 14:17:54.731443357+11:00,Trade,12.94,23.0,12.983499,,12.94,335.0,,12.95,787.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],03:17:54.604000000,2025-01-15,v,12.74,13.055,12.7,930423.49
PXA.AX,,Market Price,2025-01-15 14:17:54.731443357+11:00,Trade,12.94,68.0,12.983458,,12.93,673.0,,12.95,787.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],03:17:54.604000000,2025-01-15,v,12.74,13.055,12.7,931303.41
PXA.AX,,Market Price,2025-01-15 14:17:54.850478487+11:00,Trade,12.94,87.0,12.983405,,12.94,390.0,,12.95,662.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],03:17:54.724000000,2025-01-15,v,12.74,13.055,12.7,932429.19
PXA.CHA,,Market Price,2025-01-15 14:17:55.220028389+11:00,Trade,12.94,6.0,12.9871,,12.93,31.0,,12.95,223.0,"[GV4_TEXT];[TRD_IND_1];[LSTSALCOND];""OB   ""[TR_TRD_FLG]",03:17:55.093264000,2025-01-15,v,12.9,13.06,12.9,187767.0
PXA.AX,,Market Price,2025-01-15 14:17:55.221370481+11:00,Trade,12.94,1.0,12.983404,,12.93,454.0,,12.94,41.0,B[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],03:17:55.093000000,2025-01-15,v,12.74,13.055,12.7,932442.13
PXA.AX,,Market Price,2025-01-15 14:17:55.221370481+11:00,Trade,12.94,87.0,12.983352,,12.93,454.0,,12.94,41.0,B[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],03:17:55.093000000,2025-01-15,v,12.74,13.055,12.7,933567.91
PXA.AX,,Market Price,2025-01-15 14:17:55.221370481+11:00,Trade,12.94,5.0,12.983349,,12.93,454.0,,12.94,41.0,B[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],03:17:55.093000000,2025-01-15,v,12.74,13.055,12.7,933632.61
PXA.AX,,Market Price,2025-01-15 14:17:55.221370481+11:00,Trade,12.94,219.0,12.983217,,12.93,454.0,,12.94,41.0,B[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],03:17:55.093000000,2025-01-15,v,12.74,13.055,12.7,936466.47
PXA.AX,,Market Price,2025-01-15 14:17:55.790778448+11:00,Trade,12.935,25.0,12.9832,,12.93,623.0,,12.94,116.0,[ACT_FLAG1];CX[GV4_TEXT];CX[LSTSALCOND],03:17:55.664000000,2025-01-15,v,12.74,13.055,12.7,936789.845
PXA.CHA,,Market Price,2025-01-15 14:17:56.350066888+11:00,Trade,12.94,3.0,12.9871,,12.93,111.0,,12.95,58.0,"[GV4_TEXT];[TRD_IND_1];[LSTSALCOND];""OB   ""[TR_TRD_FLG]",03:17:56.224707000,2025-01-15, ,12.9,13.06,12.9,187806.0
PXA.CHA,,Market Price,2025-01-15 14:17:56.350066888+11:00,Trade,12.94,14.0,12.987,,12.93,111.0,,12.95,58.0,"[GV4_TEXT];[TRD_IND_1];[LSTSALCOND];""OB   ""[TR_TRD_FLG]",03:17:56.224811000,2025-01-15, ,12.9,13.06,12.9,187987.0
PXA.AX,,Market Price,2025-01-15 14:17:56.350523397+11:00,Trade,12.93,3.0,12.983198,,12.93,623.0,,12.94,188.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],03:17:56.224000000,2025-01-15,v,12.74,13.055,12.7,936828.635
PXA.AX,,Market Price,2025-01-15 14:17:56.351313212+11:00,Trade,12.93,33.0,12.983174,,12.93,587.0,,12.94,188.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],03:17:56.224000000,2025-01-15,v,12.74,13.055,12.7,937255.325
PXA.AX,,Market Price,2025-01-15 14:17:56.351313212+11:00,Trade,12.935,30.0,12.983154,,12.93,587.0,,12.94,188.0,[ACT_FLAG1];CX[GV4_TEXT];CX[LSTSALCOND],03:17:56.224000000,2025-01-15,^,12.74,13.055,12.7,937643.375
PXA.AX,,Market Price,2025-01-15 14:17:56.351313212+11:00,Trade,12.935,100.0,12.983087,,12.93,587.0,,12.94,130.0,[ACT_FLAG1];CX[GV4_TEXT];CX[LSTSALCOND],03:17:56.224000000,2025-01-15,^,12.74,13.055,12.7,938936.875
PXA.AX,,Market Price,2025-01-15 14:17:56.351313212+11:00,Trade,12.94,58.0,12.983053,,12.93,587.0,,12.94,130.0,B[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],03:17:56.224000000,2025-01-15,^,12.74,13.055,12.7,939687.395
PXA.AX,,Market Price,2025-01-15 14:17:56.351313212+11:00,Trade,12.94,48.0,12.983024,,12.93,587.0,,12.95,414.0,B[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],03:17:56.224000000,2025-01-15,^,12.74,13.055,12.7,940308.515
PXA.AX,,Market Price,2025-01-15 14:17:56.351313212+11:00,Trade,12.94,10.0,12.983018,,12.93,587.0,,12.94,34.0,B[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],03:17:56.224000000,2025-01-15,^,12.74,13.055,12.7,940437.915
PXA.AX,,Market Price,2025-01-15 14:17:56.351313212+11:00,Trade,12.94,34.0,12.982998,,12.93,587.0,,12.94,17.0,B[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],03:17:56.224000000,2025-01-15,^,12.74,13.055,12.7,940877.875
PXA.AX,,Market Price,2025-01-15 14:17:56.351313212+11:00,Trade,12.94,17.0,12.982988,,12.93,587.0,,12.94,17.0,B[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],03:17:56.224000000,2025-01-15,^,12.74,13.055,12.7,941097.855
PXA.AX,,Market Price,2025-01-15 14:18:36.211272540+11:00,Trade,12.94,25.0,12.982973,,12.93,942.0,,12.95,389.0,[ACT_FLAG1];CX[GV4_TEXT];CX[LSTSALCOND],03:18:36.087000000,2025-01-15,^,12.74,13.055,12.7,941421.355
PXA.AX,,Market Price,2025-01-15 14:19:17.095645285+11:00,Trade,12.94,48.0,12.982945,,12.93,942.0,,12.95,356.0,[ACT_FLAG1];CX[GV4_TEXT];CX[LSTSALCOND],03:19:16.971000000,2025-01-15,^,12.74,13.055,12.7,942042.475
PXA.CHA,,Market Price,2025-01-15 14:19:36.174810954+11:00,Trade,12.95,26.0,12.987,,12.94,112.0,,12.95,17.0,"[GV4_TEXT];[TRD_IND_1];[LSTSALCOND];""OB   ""[TR_TRD_FLG]",03:19:36.049576000,2025-01-15,^,12.9,13.06,12.9,188324.0
PXA.CHA,,Market Price,2025-01-15 14:19:36.174810954+11:00,Trade,12.95,2.0,12.987,,12.94,112.0,,12.95,15.0,"[GV4_TEXT];[TRD_IND_1];[LSTSALCOND];""OB   ""[TR_TRD_FLG]",03:19:36.049576000,2025-01-15, ,12.9,13.06,12.9,188350.0
PXA.CHA,,Market Price,2025-01-15 14:19:36.174810954+11:00,Trade,12.95,6.0,12.9869,,12.94,112.0,,12.95,3.0,"[GV4_TEXT];[TRD_IND_1];[LSTSALCOND];""OB   ""[TR_TRD_FLG]",03:19:36.049576000,2025-01-15, ,12.9,13.06,12.9,188428.0
PXA.AX,,Market Price,2025-01-15 14:19:36.175464165+11:00,Trade,12.95,160.0,12.982872,,12.94,442.0,,12.95,387.0,B[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],03:19:36.049000000,2025-01-15,^,12.74,13.055,12.7,944114.475
PXA.AX,,Market Price,2025-01-15 14:19:36.175959872+11:00,Trade,12.95,5.0,12.98287,,12.94,442.0,,12.95,387.0,B[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],03:19:36.049000000,2025-01-15,^,12.74,13.055,12.7,944179.225
PXA.AX,,Market Price,2025-01-15 14:19:36.175959872+11:00,Trade,12.95,22.0,12.98286,,12.94,442.0,,12.95,387.0,B[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],03:19:36.049000000,2025-01-15,^,12.74,13.055,12.7,944464.125
PXA.AX,,Market Price,2025-01-15 14:19:36.175959872+11:00,Trade,12.95,30.0,12.982847,,12.94,442.0,,12.95,387.0,B[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],03:19:36.049000000,2025-01-15,^,12.74,13.055,12.7,944852.625
PXA.AX,,Market Price,2025-01-15 14:19:36.175959872+11:00,Trade,12.95,20.0,12.982838,,12.94,442.0,,12.95,387.0,B[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],03:19:36.049000000,2025-01-15,^,12.74,13.055,12.7,945111.625
PXA.AX,,Market Price,2025-01-15 14:19:36.175959872+11:00,Trade,12.95,16.0,12.98283,,12.94,442.0,,12.95,387.0,B[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],03:19:36.049000000,2025-01-15,^,12.74,13.055,12.7,945318.825
PXA.AX,,Market Price,2025-01-15 14:19:36.175959872+11:00,Trade,12.95,28.0,12.982818,,12.94,442.0,,12.96,827.0,B[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],03:19:36.049000000,2025-01-15,^,12.74,13.055,12.7,945681.425
PXA.AX,,Market Price,2025-01-15 14:19:36.175959872+11:00,Trade,12.95,73.0,12.982785,,12.94,442.0,,12.96,827.0,B[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],03:19:36.049000000,2025-01-15,^,12.74,13.055,12.7,946626.775
PXA.AX,,Market Price,2025-01-15 14:19:36.175959872+11:00,Trade,12.95,2.0,12.982784,,12.94,442.0,,12.96,827.0,B[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],03:19:36.049000000,2025-01-15,^,12.74,13.055,12.7,946652.675
PXA.AX,,Market Price,2025-01-15 14:19:36.175959872+11:00,Trade,12.95,8.0,12.98278,,12.94,442.0,,12.96,744.0,B[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],03:19:36.049000000,2025-01-15,^,12.74,13.055,12.7,946756.275
PXA.AX,,Market Price,2025-01-15 14:19:36.175959872+11:00,Trade,12.95,23.0,12.98277,,12.94,442.0,,12.96,744.0,B[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],03:19:36.049000000,2025-01-15,^,12.74,13.055,12.7,947054.125
PXA.CHA,,Market Price,2025-01-15 14:19:39.364802387+11:00,Trade,12.95,24.0,12.9869,,12.94,282.0,,12.96,27.0,"S[GV4_TEXT];NBBO[TRD_IND_1];S[LSTSALCOND];S[CONDCODE_1];""OB   ""[TR_TRD_FLG]",03:19:39.239140000,2025-01-15, ,12.9,13.06,12.9,188738.0
PXA.CHA,,Market Price,2025-01-15 14:19:39.364802387+11:00,Trade,12.95,15.0,12.9868,,12.94,282.0,,12.96,27.0,"S[GV4_TEXT];NBBO[TRD_IND_1];""OB   ""[TR_TRD_FLG]",03:19:39.239173000,2025-01-15, ,12.9,13.06,12.9,188933.0
PXA.CHA,,Market Price,2025-01-15 14:19:39.364802387+11:00,Trade,12.95,7.0,12.9868,,12.94,282.0,,12.96,27.0,"S[GV4_TEXT];NBBO[TRD_IND_1];""OB   ""[TR_TRD_FLG]",03:19:39.239194000,2025-01-15, ,12.9,13.06,12.9,189023.0
PXA.AX,,Market Price,2025-01-15 14:19:40.606371483+11:00,Trade,12.95,10.0,12.982766,,12.95,586.0,,12.96,314.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],03:19:40.481000000,2025-01-15,^,12.74,13.055,12.7,947183.625
PXA.AX,,Market Price,2025-01-15 14:19:40.680466763+11:00,Trade,12.955,15.0,12.98276,,12.95,576.0,,12.96,314.0,[ACT_FLAG1];CX[GV4_TEXT];CX[LSTSALCOND],03:19:40.555000000,2025-01-15,^,12.74,13.055,12.7,947377.95
PXA.AX,,Market Price,2025-01-15 14:19:40.710425240+11:00,Trade,12.96,96.0,12.98273,,12.95,576.0,,12.96,314.0,B[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],03:19:40.583000000,2025-01-15,^,12.74,13.055,12.7,948622.11
PXA.AX,,Market Price,2025-01-15 14:19:40.725856718+11:00,Trade,12.95,81.0,12.982694,,12.95,576.0,,12.96,218.0,S[ACT_FLAG1];[GV4_TEXT];[LSTSALCOND],03:19:40.602000000,2025-01-15,v,12.74,13.055,12.7,949671.06
PXA.CHA,,Market Price,2025-01-15 14:19:47.009252481+11:00,Trade,12.95,33.0,12.9867,,12.95,47.0,,12.96,34.0,"[GV4_TEXT];[TRD_IND_1];[LSTSALCOND];[CONDCODE_1];""OB   ""[TR_TRD_FLG]",03:19:46.885551000,2025-01-15, ,12.9,13.06,12.9,189451.0
